seed,timestep,scenario,emission_model,op_risk,N,E,B,F_daily,P,C,T,s2r,bme,slashed_total,fraud_captured_pct,op_slashed_total,op_exited_total,pid_integral,pid_emission_rate,avg_reputation,downtime_count,rho_corr,ensemble_seed
1008,1824,competitor,pid,True,11572,33857.0,53.91,544.35,2.951794,47485130.0,530893509,0.001592,0.001592,380871536,0.0005,21973,1508,-3.7673,0.3089,0.1786,139,0.3,1008
1009,1824,competitor,pid,True,9524,60982.0,72.23,408.61,1.685952,76110057.0,493446913,0.001184,0.001184,343429480,0.0002,17433,1403,-3.2469,0.5565,0.1512,119,0.3,1009
1010,1824,competitor,pid,True,9895,57175.0,87.03,404.71,1.484911,75906918.0,496945852,0.001522,0.001522,346934832,0.0004,11020,1458,-3.2324,0.5217,0.1694,124,0.3,1010
1011,1824,competitor,pid,True,9460,63247.0,72.43,375.16,1.554896,119064744.0,487133056,0.001145,0.001145,337120643,0.0004,12413,1400,-3.1834,0.5771,0.1691,122,0.3,1011
1012,1824,competitor,pid,True,10416,46551.0,50.56,415.11,2.492936,42846510.0,511799888,0.001086,0.001086,361791097,0.0005,8791,1523,-3.6195,0.4248,0.162,127,0.3,1012
1013,1824,competitor,pid,True,10668,33850.0,46.44,480.39,3.044785,45673874.0,509889250,0.001372,0.001372,359873649,0.0005,15601,1450,-4.2109,0.3089,0.1578,144,0.3,1013
1014,1824,competitor,pid,True,10963,27397.0,39.49,488.17,3.940954,32512066.0,518782073,0.001441,0.001441,368762971,0.0009,19102,1511,-4.6205,0.25,0.1632,142,0.3,1014
1015,1824,competitor,pid,True,11664,49174.0,85.91,503.75,1.738234,94580864.0,519819191,0.001747,0.001747,369809783,0.0004,9408,1443,-2.7643,0.4487,0.1744,161,0.3,1015
1016,1824,competitor,pid,True,11280,47009.0,61.03,486.63,2.275657,58456172.0,519964600,0.001298,0.001298,369948780,0.0005,15820,1490,-3.1283,0.429,0.1696,119,0.3,1016
1017,1824,competitor,pid,True,11759,27397.0,24.31,526.86,6.657681,34092460.0,529662564,0.000887,0.000887,379650468,0.0007,12096,1504,-5.0,0.25,0.1782,139,0.3,1017
1018,1824,competitor,pid,True,11756,27397.0,21.34,526.27,7.740379,40144943.0,521686235,0.000779,0.000779,371678633,0.0007,7602,1490,-5.0,0.25,0.1733,139,0.3,1018
1019,1824,competitor,pid,True,11215,33248.0,55.38,496.48,2.634456,56385914.0,519963864,0.001666,0.001666,369936069,0.0006,27795,1486,-3.9862,0.3034,0.1693,130,0.3,1019
1020,1824,competitor,pid,True,11778,27397.0,12.73,566.82,14.229594,24988530.0,522637284,0.000464,0.000464,372620507,0.0008,16777,1495,-5.0,0.25,0.167,150,0.3,1020
1021,1824,competitor,pid,True,10856,29355.0,38.23,481.28,4.01625,36432631.0,516033119,0.001302,0.001302,366020383,0.0008,12736,1465,-4.4352,0.2679,0.1614,134,0.3,1021
1022,1824,competitor,pid,True,8833,61124.0,88.01,362.62,1.125002,87885493.0,496123601,0.00144,0.00144,346112042,0.0003,11559,1442,-3.5704,0.5578,0.1646,180,0.3,1022
1023,1824,competitor,pid,True,8445,56239.0,85.45,324.75,1.195788,47791604.0,501810461,0.001519,0.001519,351799330,0.0003,11131,1464,-4.0768,0.5132,0.1807,105,0.3,1023
1024,1824,competitor,pid,True,9560,53119.0,74.93,350.16,1.331331,65980748.0,510683600,0.001411,0.001411,360668820,0.0004,14780,1452,-3.6735,0.4847,0.1703,122,0.3,1024
1025,1824,competitor,pid,True,10114,32826.0,45.45,410.13,2.396778,51884669.0,513517994,0.001385,0.001385,363511782,0.0006,6212,1485,-4.5967,0.2995,0.1783,118,0.3,1025
1026,1824,competitor,pid,True,11324,27397.0,52.85,544.09,2.978986,38611293.0,507890417,0.001929,0.001929,357879286,0.0007,11131,1633,-5.0,0.25,0.1752,139,0.3,1026
1027,1824,competitor,pid,True,9832,119604.0,104.85,408.65,1.181843,69980156.0,502210561,0.000877,0.000877,352204878,0.0002,5683,1371,0.5047,1.0914,0.1449,102,0.3,1027
1028,1824,competitor,pid,True,10625,27507.0,44.77,444.49,2.805912,40191327.0,513977605,0.001628,0.001628,363961464,0.0006,16141,1502,-4.6512,0.251,0.1559,116,0.3,1028
1029,1824,competitor,pid,True,7169,160862.0,199.83,273.42,0.436168,109933133.0,487927388,0.001242,0.001242,337912924,0.0001,14464,1329,1.6075,1.4679,0.1686,86,0.3,1029
